BIN,BBL,year,affordability_flag
2009868,2029390100,2018,4
2009868,2029390100,2015,4
2009868,2029390100,2016,4
2003556,2025340008,2018,4
2003556,2025340008,2017,4
2003556,2025340008,2015,4
2003556,2025340008,2016,4
2114117,2031280001,2018,4
2114117,2031280001,2017,4
2114117,2031280001,2015,4
2114117,2031280001,2016,4
1054343,1017560113,2016,4
1054343,1017560113,2015,4
3000979,3001850019,2018,4
3000979,3001850019,2017,4
3000979,3001850019,2015,4
3000979,3001850019,2016,4
2011182,2030310007,2017,4
2011182,2030310007,2015,4
2005740,2027210020,2017,4
2005740,2027210020,2018,4
2005740,2027210020,2015,4
2005740,2027210020,2016,4
2018362,2033470043,2018,4
1004154,1003460001,2018,4
1004154,1003460001,2016,4
1077589,1002470001,2017,4
1077590,1002470001,2018,4
1061912,1020760030,2015,4
1061912,1020760030,2016,4
1062032,1020800028,2018,4
1062032,1020800028,2017,4
1062032,1020800028,2015,4
1062033,1020800030,2015,4
1062034,1020800031,2017,4
1062034,1020800031,2015,4
1062034,1020800031,2016,4
1062034,1020800031,2018,4
1061078,1020510085,2018,4
1061078,1020510085,2017,4
1061078,1020510085,2016,4
1061078,1020510085,2015,4
1061077,1020510083,2015,4
1061077,1020510083,2016,4
1061076,1020510081,2015,4
1061083,1020510098,2018,4
1061083,1020510098,2015,4
1061083,1020510098,2016,4
1061083,1020510098,2017,4
1079815,1020510066,2018,4
1079815,1020510066,2016,4
1079815,1020510066,2015,4
1060915,1020480042,2017,4
1060915,1020480042,2015,4
1060915,1020480042,2018,4
1061040,1020510007,2018,4
1061040,1020510007,2015,4
1061040,1020510007,2016,4
1061039,1020510004,2018,4
1061039,1020510004,2017,4
1061060,1020510060,2018,4
1061060,1020510060,2017,4
1061060,1020510060,2015,4
1061060,1020510060,2016,4
1079816,1020510064,2018,4
1079816,1020510064,2015,4
1079816,1020510064,2016,4
2011841,2030610034,2018,0
2011841,2030610034,2017,0
2011841,2030610034,2016,0
2011842,2030610036,2017,0
2011842,2030610036,2018,0
2011842,2030610036,2016,0
2011842,2030610036,2015,0
2011837,2030610026,2018,0
2011837,2030610026,2015,0
2011837,2030610026,2017,0
2011835,2030610022,2018,0
2011835,2030610022,2017,0
2011835,2030610022,2015,0
2010681,2029900050,2017,4
2010681,2029900050,2018,4
2010681,2029900050,2015,4
2010680,2029900043,2015,4
2010680,2029900043,2016,4
2010679,2029900037,2018,4
2010679,2029900037,2016,4
2010679,2029900037,2015,4
2010678,2029900034,2018,4
2010678,2029900034,2015,4
2010678,2029900034,2017,4
2010678,2029900034,2016,4
2010675,2029900027,2015,4
2010675,2029900027,2016,4
2010675,2029900027,2018,4
2010675,2029900027,2017,4
4047630,4019360020,2016,4
4047630,4019360020,2018,4
4047630,4019360020,2015,4
2007780,2028140073,2018,4
2007780,2028140073,2017,4
2014073,2031860076,2018,4
2014073,2031860076,2017,4
2007882,2028260024,2018,4
2007882,2028260024,2017,4
2007882,2028260024,2015,4
2007882,2028260024,2016,4
2003002,2024880036,2016,4
2003002,2024880036,2017,4
2006549,2027630195,2016,4
2014940,2032250091,2015,4
2000347,2022850069,2017,4
2000347,2022850069,2015,4
2000347,2022850069,2018,4
2000346,2022850067,2017,4
2000346,2022850067,2018,4
2000346,2022850067,2015,4
2000345,2022850066,2015,4
2000345,2022850066,2016,4
2000345,2022850066,2017,4
2000345,2022850066,2018,4
2000344,2022850064,2017,2
2000344,2022850064,2018,2
2000344,2022850064,2015,2
2000343,2022850063,2017,4
2000343,2022850063,2018,4
2000343,2022850063,2015,4
2000342,2022850061,2017,4
2000342,2022850061,2018,4
2000342,2022850061,2015,4
2000340,2022850058,2018,4
2000340,2022850058,2015,4
3076548,3033490003,2018,4
3076548,3033490003,2015,4
2001935,2024210027,2017,4
1026932,1010720050,2017,0
1026932,1010720050,2018,0
2084826,2058517501,2018,4
2084826,2058517501,2017,4
2018488,2033520001,2015,4
2002441,2024410001,2018,4
2002441,2024410001,2016,4
2002441,2024410001,2017,4
2002441,2024410001,2015,4
3321981,3020070014,2018,4
3321981,3020070014,2016,4
3076547,3033490001,2017,4
3076547,3033490001,2015,4
3076547,3033490001,2016,4
2015921,2032610015,2015,4
2015921,2032610015,2016,4
2015921,2032610015,2017,4
2015922,2032610017,2016,4
2014629,2032130014,2018,4
2014629,2032130014,2015,4
2014629,2032130014,2017,4
2014629,2032130014,2016,4
2013964,2031790047,2018,4
2013964,2031790047,2017,4
2013964,2031790047,2015,4
2013284,2031420001,2017,4
2013284,2031420001,2016,4
2013284,2031420001,2018,4
2013284,2031420001,2015,4
3001727,3002320001,2018,2
3001727,3002320001,2017,2
1060372,1020250034,2018,4
1060372,1020250034,2017,4
1060372,1020250034,2015,4
1060372,1020250034,2016,4
1060384,1020250055,2017,4
1060384,1020250055,2015,4
1060384,1020250055,2016,4
1060384,1020250055,2018,4
1060385,1020250056,2018,4
1060386,1020250058,2018,4
1060386,1020250058,2017,4
1055121,1018280040,2015,4
1055121,1018280040,2016,4
1055121,1018280040,2017,4
3323070,3045900051,2015,4
3323070,3045900051,2016,4
3323070,3045900051,2018,4
3323070,3045900051,2017,4
3037220,3013870057,2015,4
3037220,3013870057,2016,4
3037220,3013870057,2017,4
3057109,3019870071,2015,3
3057109,3019870071,2016,3
3057109,3019870071,2018,3
3057109,3019870071,2017,3
3039059,3014520051,2018,4
3039059,3014520051,2015,4
3039059,3014520051,2016,4
3039059,3014520051,2017,4
3039390,3014660067,2015,4
3039389,3014660065,2018,4
3039389,3014660065,2017,4
3039389,3014660065,2015,4
3039389,3014660065,2016,4
3039434,3014700029,2018,4
3039434,3014700029,2017,4
3039434,3014700029,2015,4
3039434,3014700029,2016,4
3072921,3032080050,2017,0
3072921,3032080050,2016,0
3072921,3032080050,2018,0
3072921,3032080050,2015,0
2003036,2025040053,2017,4
2003036,2025040053,2018,4
2003036,2025040053,2016,4
2003036,2025040053,2015,4
2009331,2028890018,2016,4
2009331,2028890018,2018,4
2009331,2028890018,2017,4
2009331,2028890018,2015,4
2009326,2028890001,2018,4
2009326,2028890001,2017,4
2009326,2028890001,2016,4
2009326,2028890001,2015,4
2003178,2025110025,2018,4
2003178,2025110025,2017,4
2003178,2025110025,2015,4
2003491,2025260070,2018,4
2003491,2025260070,2016,4
2003491,2025260070,2017,4
2003491,2025260070,2015,4
2007349,2027910044,2017,4
2007349,2027910044,2018,4
2007349,2027910044,2016,4
2007349,2027910044,2015,4
2003310,2025170030,2017,4
2003310,2025170030,2018,4
2003310,2025170030,2015,4
2003310,2025170030,2016,4
2095365,2030510001,2017,4
2095365,2030510001,2015,4
2095365,2030510001,2016,4
1058445,1019250013,2016,4
2101324,2028650162,2017,4
2101324,2028650162,2018,4
2101324,2028650162,2015,4
1058372,1019220013,2018,4
1058372,1019220013,2015,4
1058502,1019270015,2018,2
1058502,1019270015,2015,2
1058502,1019270015,2016,2
1058502,1019270015,2017,2
1058224,1019180023,2015,4
1058224,1019180023,2016,4
1058176,1019170045,2015,4
1058176,1019170045,2016,4
1053903,1017350008,2015,3
1053903,1017350008,2016,3
1085358,1019870037,2018,4
1085358,1019870037,2016,4
1085358,1019870037,2017,4
1085358,1019870037,2015,4
1085357,1019870024,2018,4
1085357,1019870024,2017,4
1085357,1019870024,2016,4
1085357,1019870024,2015,4
3342871,3042130016,2015,4
3342869,3042130001,2015,4
3342507,3042130001,2015,4
3342860,3042130001,2015,4
3342860,3042130001,2016,4
3342861,3042130001,2015,4
3342861,3042130001,2016,4
3342862,3042130001,2018,4
3342862,3042130001,2017,4
3342862,3042130001,2015,4
3342862,3042130001,2016,4
3342863,3042130001,2015,4
3342863,3042130001,2016,4
3342864,3042130001,2015,4
3342872,3042130016,2015,4
3342873,3042130016,2015,4
3342875,3042130016,2015,4
3342876,3042130016,2015,4
3342877,3042130016,2015,4
3342877,3042130016,2016,4
3342878,3042130016,2015,4
3342866,3042130001,2015,4
3342867,3042130001,2015,4
3342868,3042130001,2015,4
3342870,3042130001,2015,4
2088408,2031820004,2018,4
2088408,2031820004,2015,4
2088408,2031820004,2016,4
2099975,2031820019,2018,4
2099975,2031820019,2017,4
2099975,2031820019,2016,4
2099975,2031820019,2015,4
2014264,2031980050,2018,4
2014264,2031980050,2015,4
2014264,2031980050,2016,4
2014537,2032090009,2018,4
2014537,2032090009,2017,4
2014537,2032090009,2015,4
2014537,2032090009,2016,4
2013884,2031720008,2018,4
2013884,2031720008,2017,4
2013884,2031720008,2016,4
2013884,2031720008,2015,4
3035759,3013460009,2017,4
3082621,3036140032,2017,4
3082621,3036140032,2018,4
3082621,3036140032,2016,4
3082595,3036130038,2016,4
3097256,3043210009,2015,4
3097256,3043210009,2016,4
3035731,3013440104,2015,4
3035731,3013440104,2016,4
3035739,3013440118,2015,4
3035745,3013440124,2015,4
3035745,3013440124,2016,4
3083944,3037410017,2015,4
3028649,3011550077,2018,4
3028649,3011550077,2016,4
3030928,3012250020,2017,4
3030928,3012250020,2016,4
3083940,3037410013,2015,4
1000000,1009670001,2017,0
2013578,2031520003,2015,4
2013578,2031520003,2018,4
2013578,2031520003,2016,4
2013578,2031520003,2017,4
2013313,2031430124,2017,4
2011193,2030310033,2017,4
2011193,2030310033,2016,4
2011193,2030310033,2015,4
2011193,2030310033,2018,4
2011215,2030320002,2015,4
2011215,2030320002,2016,4
2011215,2030320002,2017,4
2011215,2030320002,2018,4
2011198,2030310038,2018,4
2011198,2030310038,2015,4
2011198,2030310038,2017,4
2016628,2032870062,2015,4
2016628,2032870062,2016,4
2011349,2030390003,2016,4
2011349,2030390003,2017,4
3323276,3003730046,2017,4
3323276,3003730046,2015,4
3323276,3003730046,2016,4
3008346,3005260015,2017,4
3008350,3005260020,2015,4
3008350,3005260020,2018,4
3008350,3005260020,2017,4
3008351,3005260020,2018,4
3008351,3005260020,2017,4
3008351,3005260020,2016,4
3008351,3005260020,2015,4
3008383,3005300010,2017,4
3008383,3005300010,2018,4
3008383,3005300010,2016,4
3323275,3003730046,2017,4
3323275,3003730046,2016,4
2097173,2025240050,2018,4
2097173,2025240050,2016,4
2097173,2025240050,2017,4
2091242,2024400001,2017,4
2091242,2024400001,2018,4
2091242,2024400001,2015,4
2013169,2031240066,2018,4
2013169,2031240066,2017,4
2013169,2031240066,2015,4
2013169,2031240066,2016,4
1075479,1019700002,2018,2
1075479,1019700002,2017,2
1075479,1019700002,2016,2
1075479,1019700002,2015,2
3413938,3014470001,2017,4
2012994,2031110004,2018,4
2012994,2031110004,2016,4
2009945,2029480058,2018,4
2009945,2029480058,2017,4
2009945,2029480058,2016,4
2000000,2029120025,2018,0
2000000,2029120025,2017,0
3049616,3017780049,2018,4
3049616,3017780049,2015,4
3049616,3017780049,2016,4
2010050,2029550044,2018,3
2010050,2029550044,2017,3
2010050,2029550044,2015,3
2010050,2029550044,2016,3
1004552,1003790032,2018,4
1004552,1003790032,2015,4
1004885,1003930022,2016,4
1004885,1003930022,2015,4
1055683,1018430014,2018,4
1055683,1018430014,2015,4
1055683,1018430014,2017,4
1055683,1018430014,2016,4
1055684,1018430015,2018,4
1055684,1018430015,2017,4
1055684,1018430015,2015,4
1055684,1018430015,2016,4
1055685,1018430016,2017,4
1055685,1018430016,2016,4
1055685,1018430016,2018,4
1055685,1018430016,2015,4
1089788,1022380033,2018,0
3000000,3020337502,2016,3
2005336,2026950040,2018,4
2005336,2026950040,2017,4
2005762,2027230029,2018,4
2005762,2027230029,2017,4
1084666,1009337501,2017,0
1064521,1022150042,2018,2
1064521,1022150042,2017,2
1064521,1022150042,2016,2
4030453,4013057501,2017,0
4030453,4013057501,2016,0
4030453,4013057501,2015,0
2012218,2030760011,2016,4
2012218,2030760011,2018,4
2012218,2030760011,2015,4
2092313,2031040001,2017,4
2092313,2031040001,2018,4
2092313,2031040001,2015,4
2012230,2030760039,2017,4
2012230,2030760039,2015,4
2012230,2030760039,2016,4
2092314,2031040001,2017,4
2092315,2031040001,2015,4
2092315,2031040001,2016,4
2092315,2031040001,2017,4
1055508,1018400060,2017,3
3413699,3038057501,2018,4
3413699,3038057501,2016,4
3421640,3038047501,2017,4
3421640,3038047501,2018,4
3421640,3038047501,2016,4
3000000,3038207501,2016,4
3418180,3038197501,2016,4
