"","year","fc_geoid","fc_geo_type","violation_class","viol"
"36119",2018,"36005000400","tract","C",35
"36120",2018,"36005001600","tract","A",75
"36121",2018,"36005001600","tract","B",128
"36122",2018,"36005001600","tract","C",43
"36123",2018,"36005001900","tract","A",105
"36124",2018,"36005001900","tract","B",241
"36125",2018,"36005001900","tract","C",87
"36126",2018,"36005002000","tract","A",72
"36127",2018,"36005002000","tract","B",132
"36128",2018,"36005002000","tract","C",72
"36129",2018,"36005002500","tract","A",166
"36130",2018,"36005002500","tract","B",437
"36131",2018,"36005002500","tract","C",112
"36132",2018,"36005002701","tract","A",20
"36133",2018,"36005002701","tract","B",50
"36134",2018,"36005002701","tract","C",18
"36135",2018,"36005002702","tract","A",129
"36136",2018,"36005002702","tract","B",368
"36137",2018,"36005002702","tract","C",116
"36138",2018,"36005002800","tract","A",40
"36139",2018,"36005002800","tract","B",132
"36140",2018,"36005002800","tract","C",16
"36141",2018,"36005003100","tract","A",17
"36142",2018,"36005003100","tract","B",73
"36143",2018,"36005003100","tract","C",18
"36144",2018,"36005003300","tract","A",122
"36145",2018,"36005003300","tract","B",344
"36146",2018,"36005003300","tract","C",102
"36147",2018,"36005003500","tract","A",53
"36148",2018,"36005003500","tract","B",117
"36149",2018,"36005003500","tract","C",46
"36150",2018,"36005003700","tract","A",5
"36151",2018,"36005003700","tract","B",21
"36152",2018,"36005003700","tract","C",2
"36153",2018,"36005003800","tract","A",9
"36154",2018,"36005003800","tract","B",10
"36155",2018,"36005003800","tract","C",5
"36156",2018,"36005003900","tract","A",181
"36157",2018,"36005003900","tract","B",477
"36158",2018,"36005003900","tract","C",150
"36159",2018,"36005004001","tract","A",39
"36160",2018,"36005004001","tract","B",55
"36161",2018,"36005004001","tract","C",32
"36162",2018,"36005004100","tract","A",180
"36163",2018,"36005004100","tract","B",316
"36164",2018,"36005004100","tract","C",80
"36165",2018,"36005004200","tract","A",51
"36166",2018,"36005004200","tract","B",111
"36167",2018,"36005004200","tract","C",19
"36168",2018,"36005004300","tract","A",236
"36169",2018,"36005004300","tract","B",450
"36170",2018,"36005004300","tract","C",259
"36171",2018,"36005004400","tract","A",6
"36172",2018,"36005004400","tract","B",31
"36173",2018,"36005004400","tract","C",3
"36174",2018,"36005004600","tract","A",48
"36175",2018,"36005004600","tract","B",103
"36176",2018,"36005004600","tract","C",26
"36177",2018,"36005004800","tract","A",227
"36178",2018,"36005004800","tract","B",872
"36179",2018,"36005004800","tract","C",232
"36180",2018,"36005005001","tract","A",238
"36181",2018,"36005005001","tract","B",694
"36182",2018,"36005005001","tract","C",196
"36183",2018,"36005005002","tract","A",285
"36184",2018,"36005005002","tract","B",918
"36185",2018,"36005005002","tract","C",224
"36186",2018,"36005005100","tract","A",24
"36187",2018,"36005005100","tract","B",20
"36188",2018,"36005005100","tract","C",13
"36189",2018,"36005005200","tract","A",48
"36190",2018,"36005005200","tract","B",146
"36191",2018,"36005005200","tract","C",20
"36192",2018,"36005005300","tract","A",59
"36193",2018,"36005005300","tract","B",165
"36194",2018,"36005005300","tract","C",10
"36195",2018,"36005005400","tract","A",201
"36196",2018,"36005005400","tract","B",636
"36197",2018,"36005005400","tract","C",202
"36198",2018,"36005005600","tract","A",105
"36199",2018,"36005005600","tract","B",189
"36200",2018,"36005005600","tract","C",75
"36201",2018,"36005005902","tract","A",75
"36202",2018,"36005005902","tract","B",167
"36203",2018,"36005005902","tract","C",61
"36204",2018,"36005006000","tract","A",36
"36205",2018,"36005006000","tract","B",54
"36206",2018,"36005006000","tract","C",22
"36207",2018,"36005006100","tract","A",21
"36208",2018,"36005006100","tract","B",39
"36209",2018,"36005006100","tract","C",22
"36210",2018,"36005006200","tract","A",109
"36211",2018,"36005006200","tract","B",337
"36212",2018,"36005006200","tract","C",110
"36213",2018,"36005006300","tract","A",213
"36214",2018,"36005006300","tract","B",450
"36215",2018,"36005006300","tract","C",107
"36216",2018,"36005006400","tract","A",63
"36217",2018,"36005006400","tract","B",125
"36218",2018,"36005006400","tract","C",53
"36219",2018,"36005006500","tract","A",169
"36220",2018,"36005006500","tract","B",430
"36221",2018,"36005006500","tract","C",169
"36222",2018,"36005006700","tract","A",113
"36223",2018,"36005006700","tract","B",357
"36224",2018,"36005006700","tract","C",121
"36225",2018,"36005006800","tract","A",143
"36226",2018,"36005006800","tract","B",195
"36227",2018,"36005006800","tract","C",80
"36228",2018,"36005006900","tract","A",82
"36229",2018,"36005006900","tract","B",215
"36230",2018,"36005006900","tract","C",63
"36231",2018,"36005007000","tract","A",83
"36232",2018,"36005007000","tract","B",192
"36233",2018,"36005007000","tract","C",89
"36234",2018,"36005007100","tract","A",21
"36235",2018,"36005007100","tract","B",56
"36236",2018,"36005007100","tract","C",8
"36237",2018,"36005007200","tract","A",104
"36238",2018,"36005007200","tract","B",232
"36239",2018,"36005007200","tract","C",98
"36240",2018,"36005007300","tract","A",93
"36241",2018,"36005007300","tract","B",298
"36242",2018,"36005007300","tract","C",72
"36243",2018,"36005007400","tract","A",31
"36244",2018,"36005007400","tract","B",82
"36245",2018,"36005007400","tract","C",12
"36246",2018,"36005007500","tract","A",104
"36247",2018,"36005007500","tract","B",323
"36248",2018,"36005007500","tract","C",88
"36249",2018,"36005007600","tract","A",162
"36250",2018,"36005007600","tract","B",359
"36251",2018,"36005007600","tract","C",113
"36252",2018,"36005007700","tract","A",69
"36253",2018,"36005007700","tract","B",213
"36254",2018,"36005007700","tract","C",62
"36255",2018,"36005007800","tract","A",133
"36256",2018,"36005007800","tract","B",348
"36257",2018,"36005007800","tract","C",109
"36258",2018,"36005007900","tract","A",121
"36259",2018,"36005007900","tract","B",433
"36260",2018,"36005007900","tract","C",139
"36261",2018,"36005008300","tract","A",248
"36262",2018,"36005008300","tract","B",753
"36263",2018,"36005008300","tract","C",239
"36264",2018,"36005008400","tract","A",2
"36265",2018,"36005008400","tract","B",17
"36266",2018,"36005008400","tract","C",1
"36267",2018,"36005008500","tract","A",133
"36268",2018,"36005008500","tract","B",361
"36269",2018,"36005008500","tract","C",88
"36270",2018,"36005008600","tract","A",3
"36271",2018,"36005008600","tract","B",18
"36272",2018,"36005008600","tract","C",3
"36273",2018,"36005008700","tract","A",193
"36274",2018,"36005008700","tract","B",340
"36275",2018,"36005008700","tract","C",81
"36276",2018,"36005008900","tract","A",115
"36277",2018,"36005008900","tract","B",261
"36278",2018,"36005008900","tract","C",69
"36279",2018,"36005009000","tract","A",4
"36280",2018,"36005009000","tract","B",1
"36281",2018,"36005009000","tract","C",2
"36282",2018,"36005009200","tract","A",177
"36283",2018,"36005009200","tract","B",409
"36284",2018,"36005009200","tract","C",130
"36285",2018,"36005009300","tract","A",142
"36286",2018,"36005009300","tract","B",489
"36287",2018,"36005009300","tract","C",198
"36288",2018,"36005009600","tract","A",2
"36289",2018,"36005009600","tract","B",15
"36290",2018,"36005009600","tract","C",5
"36291",2018,"36005009800","tract","A",36
"36292",2018,"36005009800","tract","B",99
"36293",2018,"36005009800","tract","C",33
"36294",2018,"36005011502","tract","A",165
"36295",2018,"36005011502","tract","B",387
"36296",2018,"36005011502","tract","C",80
"36297",2018,"36005011700","tract","A",80
"36298",2018,"36005011700","tract","B",322
"36299",2018,"36005011700","tract","C",58
"36300",2018,"36005011800","tract","A",1
"36301",2018,"36005011800","tract","B",3
"36302",2018,"36005011800","tract","C",7
"36303",2018,"36005011900","tract","A",278
"36304",2018,"36005011900","tract","B",808
"36305",2018,"36005011900","tract","C",189
"36306",2018,"36005012101","tract","A",101
"36307",2018,"36005012101","tract","B",290
"36308",2018,"36005012101","tract","C",129
"36309",2018,"36005012102","tract","A",119
"36310",2018,"36005012102","tract","B",442
"36311",2018,"36005012102","tract","C",202
"36312",2018,"36005012300","tract","A",120
"36313",2018,"36005012300","tract","B",295
"36314",2018,"36005012300","tract","C",84
"36315",2018,"36005012500","tract","A",96
"36316",2018,"36005012500","tract","B",250
"36317",2018,"36005012500","tract","C",80
"36318",2018,"36005012701","tract","A",61
"36319",2018,"36005012701","tract","B",136
"36320",2018,"36005012701","tract","C",39
"36321",2018,"36005012901","tract","A",172
"36322",2018,"36005012901","tract","B",636
"36323",2018,"36005012901","tract","C",237
"36324",2018,"36005013100","tract","A",131
"36325",2018,"36005013100","tract","B",426
"36326",2018,"36005013100","tract","C",134
"36327",2018,"36005013200","tract","A",38
"36328",2018,"36005013200","tract","B",63
"36329",2018,"36005013200","tract","C",16
"36330",2018,"36005013300","tract","A",53
"36331",2018,"36005013300","tract","B",161
"36332",2018,"36005013300","tract","C",34
"36333",2018,"36005013500","tract","A",74
"36334",2018,"36005013500","tract","B",266
"36335",2018,"36005013500","tract","C",49
"36336",2018,"36005013800","tract","A",4
"36337",2018,"36005013800","tract","B",4
"36338",2018,"36005013800","tract","C",4
"36339",2018,"36005014100","tract","A",247
"36340",2018,"36005014100","tract","B",689
"36341",2018,"36005014100","tract","C",184
"36342",2018,"36005014300","tract","A",33
"36343",2018,"36005014300","tract","B",47
"36344",2018,"36005014300","tract","C",21
"36345",2018,"36005014400","tract","A",16
"36346",2018,"36005014400","tract","B",38
"36347",2018,"36005014400","tract","C",17
"36348",2018,"36005014500","tract","A",145
"36349",2018,"36005014500","tract","B",468
"36350",2018,"36005014500","tract","C",120
"36351",2018,"36005014701","tract","A",28
"36352",2018,"36005014701","tract","B",81
"36353",2018,"36005014701","tract","C",14
"36354",2018,"36005014702","tract","A",13
"36355",2018,"36005014702","tract","B",26
"36356",2018,"36005014702","tract","C",16
"36357",2018,"36005014900","tract","A",224
"36358",2018,"36005014900","tract","B",681
"36359",2018,"36005014900","tract","C",207
"36360",2018,"36005015100","tract","A",245
"36361",2018,"36005015100","tract","B",676
"36362",2018,"36005015100","tract","C",230
"36363",2018,"36005015200","tract","A",27
"36364",2018,"36005015200","tract","B",29
"36365",2018,"36005015200","tract","C",7
"36366",2018,"36005015300","tract","A",161
"36367",2018,"36005015300","tract","B",424
"36368",2018,"36005015300","tract","C",168
"36369",2018,"36005015500","tract","A",61
"36370",2018,"36005015500","tract","B",165
"36371",2018,"36005015500","tract","C",55
"36372",2018,"36005015700","tract","A",163
"36373",2018,"36005015700","tract","B",377
"36374",2018,"36005015700","tract","C",128
"36375",2018,"36005015800","tract","A",6
"36376",2018,"36005015800","tract","B",1
"36377",2018,"36005015800","tract","C",3
"36378",2018,"36005015900","tract","A",49
"36379",2018,"36005015900","tract","B",88
"36380",2018,"36005015900","tract","C",25
"36381",2018,"36005016000","tract","A",11
"36382",2018,"36005016000","tract","B",14
"36383",2018,"36005016000","tract","C",4
"36384",2018,"36005016100","tract","A",130
"36385",2018,"36005016100","tract","B",404
"36386",2018,"36005016100","tract","C",69
"36387",2018,"36005016200","tract","A",4
"36388",2018,"36005016200","tract","B",7
"36389",2018,"36005016200","tract","C",3
"36390",2018,"36005016400","tract","A",18
"36391",2018,"36005016400","tract","B",17
"36392",2018,"36005016400","tract","C",1
"36393",2018,"36005016500","tract","A",64
"36394",2018,"36005016500","tract","B",120
"36395",2018,"36005016500","tract","C",17
"36396",2018,"36005016600","tract","A",1
"36397",2018,"36005016600","tract","B",4
"36398",2018,"36005016600","tract","C",3
"36399",2018,"36005016700","tract","A",62
"36400",2018,"36005016700","tract","B",209
"36401",2018,"36005016700","tract","C",41
"36402",2018,"36005016900","tract","A",27
"36403",2018,"36005016900","tract","B",66
"36404",2018,"36005016900","tract","C",16
"36405",2018,"36005017300","tract","A",339
"36406",2018,"36005017300","tract","B",854
"36407",2018,"36005017300","tract","C",312
"36408",2018,"36005017500","tract","A",404
"36409",2018,"36005017500","tract","B",1001
"36410",2018,"36005017500","tract","C",359
"36411",2018,"36005017701","tract","A",301
"36412",2018,"36005017701","tract","B",901
"36413",2018,"36005017701","tract","C",344
"36414",2018,"36005017702","tract","A",178
"36415",2018,"36005017702","tract","B",548
"36416",2018,"36005017702","tract","C",142
"36417",2018,"36005017901","tract","A",441
"36418",2018,"36005017901","tract","B",1309
"36419",2018,"36005017901","tract","C",369
"36420",2018,"36005017902","tract","A",86
"36421",2018,"36005017902","tract","B",274
"36422",2018,"36005017902","tract","C",54
"36423",2018,"36005018101","tract","A",150
"36424",2018,"36005018101","tract","B",243
"36425",2018,"36005018101","tract","C",97
"36426",2018,"36005018102","tract","A",211
"36427",2018,"36005018102","tract","B",666
"36428",2018,"36005018102","tract","C",190
"36429",2018,"36005018301","tract","A",120
"36430",2018,"36005018301","tract","B",292
"36431",2018,"36005018301","tract","C",67
"36432",2018,"36005018302","tract","A",167
"36433",2018,"36005018302","tract","B",499
"36434",2018,"36005018302","tract","C",158
"36435",2018,"36005018400","tract","A",48
"36436",2018,"36005018400","tract","B",38
"36437",2018,"36005018400","tract","C",15
"36438",2018,"36005018500","tract","A",355
"36439",2018,"36005018500","tract","B",902
"36440",2018,"36005018500","tract","C",279
"36441",2018,"36005018900","tract","A",382
"36442",2018,"36005018900","tract","B",1182
"36443",2018,"36005018900","tract","C",356
"36444",2018,"36005019300","tract","A",246
"36445",2018,"36005019300","tract","B",621
"36446",2018,"36005019300","tract","C",205
"36447",2018,"36005019400","tract","A",27
"36448",2018,"36005019400","tract","B",31
"36449",2018,"36005019400","tract","C",6
"36450",2018,"36005019500","tract","A",342
"36451",2018,"36005019500","tract","B",920
"36452",2018,"36005019500","tract","C",243
"36453",2018,"36005019700","tract","A",250
"36454",2018,"36005019700","tract","B",818
"36455",2018,"36005019700","tract","C",260
"36456",2018,"36005019900","tract","A",265
"36457",2018,"36005019900","tract","B",822
"36458",2018,"36005019900","tract","C",201
"36459",2018,"36005020000","tract","A",119
"36460",2018,"36005020000","tract","B",305
"36461",2018,"36005020000","tract","C",96
"36462",2018,"36005020100","tract","A",162
"36463",2018,"36005020100","tract","B",444
"36464",2018,"36005020100","tract","C",108
"36465",2018,"36005020200","tract","A",24
"36466",2018,"36005020200","tract","B",81
"36467",2018,"36005020200","tract","C",57
"36468",2018,"36005020400","tract","A",65
"36469",2018,"36005020400","tract","B",149
"36470",2018,"36005020400","tract","C",36
"36471",2018,"36005020501","tract","A",176
"36472",2018,"36005020501","tract","B",550
"36473",2018,"36005020501","tract","C",113
"36474",2018,"36005020502","tract","A",118
"36475",2018,"36005020502","tract","B",342
"36476",2018,"36005020502","tract","C",136
"36477",2018,"36005020601","tract","A",26
"36478",2018,"36005020601","tract","B",27
"36479",2018,"36005020601","tract","C",11
"36480",2018,"36005020900","tract","A",195
"36481",2018,"36005020900","tract","B",551
"36482",2018,"36005020900","tract","C",154
"36483",2018,"36005021001","tract","A",81
"36484",2018,"36005021001","tract","B",133
"36485",2018,"36005021001","tract","C",18
"36486",2018,"36005021002","tract","A",54
"36487",2018,"36005021002","tract","B",127
"36488",2018,"36005021002","tract","C",18
"36489",2018,"36005021100","tract","A",203
"36490",2018,"36005021100","tract","B",722
"36491",2018,"36005021100","tract","C",199
"36492",2018,"36005021200","tract","A",38
"36493",2018,"36005021200","tract","B",73
"36494",2018,"36005021200","tract","C",16
"36495",2018,"36005021301","tract","A",46
"36496",2018,"36005021301","tract","B",77
"36497",2018,"36005021301","tract","C",55
"36498",2018,"36005021302","tract","A",143
"36499",2018,"36005021302","tract","B",473
"36500",2018,"36005021302","tract","C",149
"36501",2018,"36005021501","tract","A",77
"36502",2018,"36005021501","tract","B",206
"36503",2018,"36005021501","tract","C",61
"36504",2018,"36005021502","tract","A",234
"36505",2018,"36005021502","tract","B",509
"36506",2018,"36005021502","tract","C",156
"36507",2018,"36005021601","tract","A",185
"36508",2018,"36005021601","tract","B",462
"36509",2018,"36005021601","tract","C",144
"36510",2018,"36005021602","tract","A",61
"36511",2018,"36005021602","tract","B",182
"36512",2018,"36005021602","tract","C",30
"36513",2018,"36005021700","tract","A",342
"36514",2018,"36005021700","tract","B",1054
"36515",2018,"36005021700","tract","C",278
"36516",2018,"36005021800","tract","A",229
"36517",2018,"36005021800","tract","B",641
"36518",2018,"36005021800","tract","C",209
"36519",2018,"36005021900","tract","A",38
"36520",2018,"36005021900","tract","B",126
"36521",2018,"36005021900","tract","C",27
"36522",2018,"36005022000","tract","A",61
"36523",2018,"36005022000","tract","B",304
"36524",2018,"36005022000","tract","C",60
"36525",2018,"36005022101","tract","A",157
"36526",2018,"36005022101","tract","B",562
"36527",2018,"36005022101","tract","C",104
"36528",2018,"36005022102","tract","A",372
"36529",2018,"36005022102","tract","B",1197
"36530",2018,"36005022102","tract","C",263
"36531",2018,"36005022200","tract","A",50
"36532",2018,"36005022200","tract","B",139
"36533",2018,"36005022200","tract","C",63
"36534",2018,"36005022300","tract","A",211
"36535",2018,"36005022300","tract","B",611
"36536",2018,"36005022300","tract","C",149
"36537",2018,"36005022401","tract","A",92
"36538",2018,"36005022401","tract","B",192
"36539",2018,"36005022401","tract","C",50
"36540",2018,"36005022403","tract","A",77
"36541",2018,"36005022403","tract","B",222
"36542",2018,"36005022403","tract","C",39
"36543",2018,"36005022404","tract","A",91
"36544",2018,"36005022404","tract","B",270
"36545",2018,"36005022404","tract","C",73
"36546",2018,"36005022500","tract","A",363
"36547",2018,"36005022500","tract","B",1380
"36548",2018,"36005022500","tract","C",343
"36549",2018,"36005022701","tract","A",348
"36550",2018,"36005022701","tract","B",909
"36551",2018,"36005022701","tract","C",303
"36552",2018,"36005022702","tract","A",45
"36553",2018,"36005022702","tract","B",86
"36554",2018,"36005022702","tract","C",9
"36555",2018,"36005022703","tract","A",33
"36556",2018,"36005022703","tract","B",106
"36557",2018,"36005022703","tract","C",14
"36558",2018,"36005022800","tract","A",159
"36559",2018,"36005022800","tract","B",346
"36560",2018,"36005022800","tract","C",83
"36561",2018,"36005022901","tract","A",375
"36562",2018,"36005022901","tract","B",1148
"36563",2018,"36005022901","tract","C",350
"36564",2018,"36005022902","tract","A",220
"36565",2018,"36005022902","tract","B",589
"36566",2018,"36005022902","tract","C",181
"36567",2018,"36005023000","tract","A",75
"36568",2018,"36005023000","tract","B",106
"36569",2018,"36005023000","tract","C",30
"36570",2018,"36005023100","tract","A",83
"36571",2018,"36005023100","tract","B",176
"36572",2018,"36005023100","tract","C",66
"36573",2018,"36005023200","tract","A",25
"36574",2018,"36005023200","tract","B",104
"36575",2018,"36005023200","tract","C",31
"36576",2018,"36005023301","tract","A",335
"36577",2018,"36005023301","tract","B",1409
"36578",2018,"36005023301","tract","C",426
"36579",2018,"36005023302","tract","A",145
"36580",2018,"36005023302","tract","B",412
"36581",2018,"36005023302","tract","C",149
"36582",2018,"36005023501","tract","A",154
"36583",2018,"36005023501","tract","B",461
"36584",2018,"36005023501","tract","C",143
"36585",2018,"36005023502","tract","A",180
"36586",2018,"36005023502","tract","B",620
"36587",2018,"36005023502","tract","C",192
"36588",2018,"36005023600","tract","A",36
"36589",2018,"36005023600","tract","B",51
"36590",2018,"36005023600","tract","C",35
"36591",2018,"36005023702","tract","A",49
"36592",2018,"36005023702","tract","B",150
"36593",2018,"36005023702","tract","C",39
"36594",2018,"36005023703","tract","A",382
"36595",2018,"36005023703","tract","B",734
"36596",2018,"36005023703","tract","C",235
"36597",2018,"36005023704","tract","A",144
"36598",2018,"36005023704","tract","B",406
"36599",2018,"36005023704","tract","C",90
"36600",2018,"36005023800","tract","A",14
"36601",2018,"36005023800","tract","B",54
"36602",2018,"36005023800","tract","C",20
"36603",2018,"36005023900","tract","A",445
"36604",2018,"36005023900","tract","B",1413
"36605",2018,"36005023900","tract","C",353
"36606",2018,"36005024000","tract","A",138
"36607",2018,"36005024000","tract","B",237
"36608",2018,"36005024000","tract","C",108
"36609",2018,"36005024100","tract","A",489
"36610",2018,"36005024100","tract","B",1215
"36611",2018,"36005024100","tract","C",381
"36612",2018,"36005024300","tract","A",152
"36613",2018,"36005024300","tract","B",291
"36614",2018,"36005024300","tract","C",126
"36615",2018,"36005024400","tract","A",35
"36616",2018,"36005024400","tract","B",49
"36617",2018,"36005024400","tract","C",13
"36618",2018,"36005024501","tract","A",156
"36619",2018,"36005024501","tract","B",499
"36620",2018,"36005024501","tract","C",109
"36621",2018,"36005024502","tract","A",116
"36622",2018,"36005024502","tract","B",386
"36623",2018,"36005024502","tract","C",105
"36624",2018,"36005024600","tract","A",15
"36625",2018,"36005024600","tract","B",59
"36626",2018,"36005024600","tract","C",7
"36627",2018,"36005024700","tract","A",20
"36628",2018,"36005024700","tract","B",50
"36629",2018,"36005024700","tract","C",34
"36630",2018,"36005024800","tract","A",16
"36631",2018,"36005024800","tract","B",25
"36632",2018,"36005024800","tract","C",4
"36633",2018,"36005025000","tract","A",11
"36634",2018,"36005025000","tract","B",30
"36635",2018,"36005025000","tract","C",13
"36636",2018,"36005025100","tract","A",306
"36637",2018,"36005025100","tract","B",848
"36638",2018,"36005025100","tract","C",283
"36639",2018,"36005025200","tract","A",7
"36640",2018,"36005025200","tract","B",9
"36641",2018,"36005025200","tract","C",4
"36642",2018,"36005025300","tract","A",290
"36643",2018,"36005025300","tract","B",782
"36644",2018,"36005025300","tract","C",229
"36645",2018,"36005025400","tract","A",14
"36646",2018,"36005025400","tract","B",40
"36647",2018,"36005025400","tract","C",22
"36648",2018,"36005025500","tract","A",260
"36649",2018,"36005025500","tract","B",724
"36650",2018,"36005025500","tract","C",220
"36651",2018,"36005025600","tract","A",9
"36652",2018,"36005025600","tract","B",22
"36653",2018,"36005025600","tract","C",5
"36654",2018,"36005025700","tract","A",37
"36655",2018,"36005025700","tract","B",95
"36656",2018,"36005025700","tract","C",36
"36657",2018,"36005026100","tract","B",3
"36658",2018,"36005026100","tract","C",2
"36659",2018,"36005026300","tract","A",335
"36660",2018,"36005026300","tract","B",668
"36661",2018,"36005026300","tract","C",249
"36662",2018,"36005026400","tract","A",83
"36663",2018,"36005026400","tract","B",131
"36664",2018,"36005026400","tract","C",64
"36665",2018,"36005026500","tract","A",207
"36666",2018,"36005026500","tract","B",582
"36667",2018,"36005026500","tract","C",247
"36668",2018,"36005026601","tract","A",12
"36669",2018,"36005026601","tract","B",21
"36670",2018,"36005026601","tract","C",9
"36671",2018,"36005026602","tract","A",84
"36672",2018,"36005026602","tract","B",98
"36673",2018,"36005026602","tract","C",43
"36674",2018,"36005026701","tract","A",160
"36675",2018,"36005026701","tract","B",357
"36676",2018,"36005026701","tract","C",101
"36677",2018,"36005026702","tract","A",369
"36678",2018,"36005026702","tract","B",756
"36679",2018,"36005026702","tract","C",327
"36680",2018,"36005026900","tract","A",112
"36681",2018,"36005026900","tract","B",300
"36682",2018,"36005026900","tract","C",108
"36683",2018,"36005027300","tract","A",175
"36684",2018,"36005027300","tract","B",448
"36685",2018,"36005027300","tract","C",140
"36686",2018,"36005027401","tract","A",1
"36687",2018,"36005027401","tract","B",8
"36688",2018,"36005027401","tract","C",1
"36689",2018,"36005027402","tract","A",27
"36690",2018,"36005027402","tract","B",36
"36691",2018,"36005027402","tract","C",2
"36692",2018,"36005027700","tract","A",98
"36693",2018,"36005027700","tract","B",315
"36694",2018,"36005027700","tract","C",122
"36695",2018,"36005027900","tract","A",107
"36696",2018,"36005027900","tract","B",291
"36697",2018,"36005027900","tract","C",95
"36698",2018,"36005028100","tract","A",7
"36699",2018,"36005028100","tract","B",16
"36700",2018,"36005028100","tract","C",7
"36701",2018,"36005028300","tract","A",70
"36702",2018,"36005028300","tract","B",193
"36703",2018,"36005028300","tract","C",83
"36704",2018,"36005028500","tract","A",38
"36705",2018,"36005028500","tract","B",48
"36706",2018,"36005028500","tract","C",29
"36707",2018,"36005028600","tract","A",9
"36708",2018,"36005028600","tract","B",15
"36709",2018,"36005028600","tract","C",3
"36710",2018,"36005028700","tract","A",41
"36711",2018,"36005028700","tract","B",71
"36712",2018,"36005028700","tract","C",22
"36713",2018,"36005028800","tract","A",20
"36714",2018,"36005028800","tract","B",46
"36715",2018,"36005028800","tract","C",12
"36716",2018,"36005028900","tract","A",100
"36717",2018,"36005028900","tract","B",233
"36718",2018,"36005028900","tract","C",72
"36719",2018,"36005029301","tract","A",9
"36720",2018,"36005029301","tract","B",9
"36721",2018,"36005029301","tract","C",2
"36722",2018,"36005029302","tract","A",20
"36723",2018,"36005029302","tract","B",23
"36724",2018,"36005029302","tract","C",9
"36725",2018,"36005029500","tract","A",48
"36726",2018,"36005029500","tract","B",34
"36727",2018,"36005029500","tract","C",10
"36728",2018,"36005029600","tract","A",25
"36729",2018,"36005029600","tract","B",87
"36730",2018,"36005029600","tract","C",11
"36731",2018,"36005029700","tract","A",8
"36732",2018,"36005029700","tract","B",6
"36733",2018,"36005029700","tract","C",4
"36734",2018,"36005030000","tract","A",74
"36735",2018,"36005030000","tract","B",121
"36736",2018,"36005030000","tract","C",38
"36737",2018,"36005030100","tract","A",3
"36738",2018,"36005030100","tract","B",9
"36739",2018,"36005030200","tract","A",17
"36740",2018,"36005030200","tract","B",37
"36741",2018,"36005030200","tract","C",4
"36742",2018,"36005030701","tract","A",28
"36743",2018,"36005030701","tract","B",19
"36744",2018,"36005030701","tract","C",7
"36745",2018,"36005030900","tract","A",6
"36746",2018,"36005030900","tract","B",2
"36747",2018,"36005031600","tract","B",2
"36748",2018,"36005031800","tract","A",1
"36749",2018,"36005031800","tract","B",12
"36750",2018,"36005031800","tract","C",12
"36751",2018,"36005032300","tract","A",20
"36752",2018,"36005032300","tract","B",19
"36753",2018,"36005032300","tract","C",11
"36754",2018,"36005032400","tract","A",19
"36755",2018,"36005032400","tract","B",36
"36756",2018,"36005032400","tract","C",13
"36757",2018,"36005032600","tract","A",8
"36758",2018,"36005032600","tract","B",15
"36759",2018,"36005032600","tract","C",5
"36760",2018,"36005032800","tract","A",109
"36761",2018,"36005032800","tract","B",237
"36762",2018,"36005032800","tract","C",59
"36763",2018,"36005033000","tract","A",105
"36764",2018,"36005033000","tract","B",332
"36765",2018,"36005033000","tract","C",108
"36766",2018,"36005033201","tract","A",73
"36767",2018,"36005033201","tract","B",157
"36768",2018,"36005033201","tract","C",50
"36769",2018,"36005033202","tract","A",126
"36770",2018,"36005033202","tract","B",277
"36771",2018,"36005033202","tract","C",122
"36772",2018,"36005033500","tract","A",53
"36773",2018,"36005033500","tract","B",116
"36774",2018,"36005033500","tract","C",43
"36775",2018,"36005033600","tract","A",201
"36776",2018,"36005033600","tract","B",415
"36777",2018,"36005033600","tract","C",109
"36778",2018,"36005033700","tract","A",2
"36779",2018,"36005033700","tract","B",7
"36780",2018,"36005033700","tract","C",4
"36781",2018,"36005033800","tract","A",160
"36782",2018,"36005033800","tract","B",446
"36783",2018,"36005033800","tract","C",149
"36784",2018,"36005034000","tract","A",244
"36785",2018,"36005034000","tract","B",540
"36786",2018,"36005034000","tract","C",175
"36787",2018,"36005034200","tract","A",43
"36788",2018,"36005034200","tract","B",82
"36789",2018,"36005034200","tract","C",48
"36790",2018,"36005034300","tract","A",6
"36791",2018,"36005034300","tract","B",25
"36792",2018,"36005034300","tract","C",4
"36793",2018,"36005034400","tract","A",1
"36794",2018,"36005034400","tract","B",4
"36795",2018,"36005034400","tract","C",9
"36796",2018,"36005034500","tract","A",18
"36797",2018,"36005034500","tract","B",65
"36798",2018,"36005034500","tract","C",21
"36799",2018,"36005034800","tract","A",9
"36800",2018,"36005034800","tract","B",48
"36801",2018,"36005034800","tract","C",15
"36802",2018,"36005035000","tract","A",5
"36803",2018,"36005035000","tract","B",50
"36804",2018,"36005035000","tract","C",12
"36805",2018,"36005035100","tract","A",38
"36806",2018,"36005035100","tract","B",64
"36807",2018,"36005035100","tract","C",26
"36808",2018,"36005035600","tract","A",5
"36809",2018,"36005035600","tract","B",33
"36810",2018,"36005035600","tract","C",24
"36811",2018,"36005035800","tract","A",51
"36812",2018,"36005035800","tract","B",125
"36813",2018,"36005035800","tract","C",64
"36814",2018,"36005035900","tract","A",165
"36815",2018,"36005035900","tract","B",356
"36816",2018,"36005035900","tract","C",153
